date,p0_status,p0_reason,side,A_status,A_reason,RA,B_status,B_reason,RB,morning_A,downstream_A,downstream_B,epoch,D,D_decomp
20160722,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160725,yes,ok,1.0,resolved,ok,-7.5,resolved,ok,0.0,-7.5,0.0,0.0,2013-19,-7.5,-7.5
20160726,yes,ok,-1.0,resolved,ok,-22.75,resolved,ok,-3.0,-19.75,-3.0,-3.0,2013-19,-19.75,-19.75
20160727,yes,ok,-1.0,resolved,ok,5.25,resolved,ok,0.0,5.25,0.0,0.0,2013-19,5.25,5.25
20160728,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160729,yes,ok,-1.0,resolved,ok,-5.25,resolved,ok,0.0,-5.25,0.0,0.0,2013-19,-5.25,-5.25
20160801,yes,ok,1.0,resolved,ok,27.5,resolved,ok,0.0,27.5,0.0,0.0,2013-19,27.5,27.5
20160802,yes,ok,1.0,resolved,ok,-2.5,resolved,ok,17.25,-19.75,17.25,17.25,2013-19,-19.75,-19.75
20160803,yes,ok,-1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2013-19,-7.75,-7.75
20160804,yes,ok,-1.0,resolved,ok,-10.5,resolved,ok,0.0,-10.5,0.0,0.0,2013-19,-10.5,-10.5
20160805,yes,ok,1.0,resolved,ok,27.25,resolved,ok,-2.25,27.25,0.0,-2.25,2013-19,29.5,29.5
20160808,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2013-19,10.75,10.75
20160809,yes,ok,1.0,resolved,ok,13.25,resolved,ok,0.0,13.25,0.0,0.0,2013-19,13.25,13.25
20160810,yes,ok,-1.0,resolved,ok,23.25,resolved,ok,-2.75,23.25,0.0,-2.75,2013-19,26.0,26.0
20160811,yes,ok,1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2013-19,-4.75,-4.75
20160812,yes,ok,1.0,resolved,ok,4.0,resolved,ok,0.0,4.0,0.0,0.0,2013-19,4.0,4.0
20160815,yes,ok,1.0,resolved,ok,20.5,resolved,ok,6.75,20.5,0.0,6.75,2013-19,13.75,13.75
20160816,yes,ok,-1.0,resolved,ok,5.75,resolved,ok,0.0,5.75,0.0,0.0,2013-19,5.75,5.75
20160817,yes,ok,-1.0,resolved,ok,16.5,resolved,ok,-1.75,16.5,0.0,-1.75,2013-19,18.25,18.25
20160818,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2013-19,1.75,1.75
20160819,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160822,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160823,yes,ok,-1.0,resolved,ok,-0.5,resolved,ok,0.0,-0.5,0.0,0.0,2013-19,-0.5,-0.5
20160824,yes,ok,1.0,resolved,ok,0.0,resolved,ok,10.0,-10.0,10.0,10.0,2013-19,-10.0,-10.0
20160825,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160826,yes,ok,1.0,resolved,ok,18.0,resolved,ok,-3.75,21.75,-3.75,-3.75,2013-19,21.75,21.75
20160829,yes,ok,-1.0,resolved,ok,-4.5,resolved,ok,0.0,-4.5,0.0,0.0,2013-19,-4.5,-4.5
20160830,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160831,yes,ok,-1.0,resolved,ok,-6.5,resolved,ok,-2.25,-4.25,-2.25,-2.25,2013-19,-4.25,-4.25
20160901,yes,ok,1.0,resolved,ok,-23.5,resolved,ok,-3.75,-19.75,-3.75,-3.75,2013-19,-19.75,-19.75
20160902,yes,ok,1.0,resolved,ok,-5.5,resolved,ok,0.0,-5.5,0.0,0.0,2013-19,-5.5,-5.5
20160905,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2013-19,4.25,4.25
20160906,yes,ok,-1.0,resolved,ok,-8.5,resolved,ok,0.0,-8.5,0.0,0.0,2013-19,-8.5,-8.5
20160907,yes,ok,1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2013-19,-7.0,-7.0
20160908,yes,ok,-1.0,resolved,ok,4.0,resolved,ok,-3.25,4.0,0.0,-3.25,2013-19,7.25,7.25
20160909,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160912,yes,ok,1.0,resolved,ok,43.75,resolved,ok,-5.5,43.75,0.0,-5.5,2013-19,49.25,49.25
20160913,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160914,yes,ok,1.0,resolved,ok,23.5,resolved,ok,-5.25,23.5,0.0,-5.25,2013-19,28.75,28.75
20160915,yes,ok,1.0,resolved,ok,50.0,resolved,ok,0.0,50.0,0.0,0.0,2013-19,50.0,50.0
20160916,yes,ok,-1.0,resolved,ok,10.25,resolved,ok,-5.0,10.25,0.0,-5.0,2013-19,15.25,15.25
20160919,yes,ok,-1.0,resolved,ok,7.5,resolved,ok,0.0,7.5,0.0,0.0,2013-19,7.5,7.5
20160920,yes,ok,1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2013-19,-8.25,-8.25
20160921,yes,ok,-1.0,resolved,ok,11.5,resolved,ok,0.0,11.5,0.0,0.0,2013-19,11.5,11.5
20160922,yes,ok,1.0,resolved,ok,2.5,resolved,ok,0.0,2.5,0.0,0.0,2013-19,2.5,2.5
20160923,yes,ok,-1.0,resolved,ok,0.5,resolved,ok,0.0,0.5,0.0,0.0,2013-19,0.5,0.5
20160926,yes,ok,-1.0,resolved,ok,12.5,resolved,ok,0.0,12.5,0.0,0.0,2013-19,12.5,12.5
20160927,yes,ok,1.0,resolved,ok,34.25,resolved,ok,-2.0,34.25,0.0,-2.0,2013-19,36.25,36.25
20160928,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160929,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20160930,yes,ok,1.0,resolved,ok,17.25,resolved,ok,0.0,17.25,0.0,0.0,2013-19,17.25,17.25
20161003,yes,ok,1.0,resolved,ok,-2.5,resolved,ok,0.0,-2.5,0.0,0.0,2013-19,-2.5,-2.5
20161004,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161005,yes,ok,1.0,resolved,ok,10.0,resolved,ok,-4.0,10.0,0.0,-4.0,2013-19,14.0,14.0
20161006,yes,ok,-1.0,resolved,ok,7.0,resolved,ok,0.0,7.0,0.0,0.0,2013-19,7.0,7.0
20161007,yes,ok,-1.0,resolved,ok,15.5,resolved,ok,0.0,15.5,0.0,0.0,2013-19,15.5,15.5
20161010,yes,ok,1.0,resolved,ok,8.5,resolved,ok,-3.75,8.5,0.0,-3.75,2013-19,12.25,12.25
20161011,yes,ok,-1.0,resolved,ok,45.25,resolved,ok,29.5,45.25,0.0,29.5,2013-19,15.75,15.75
20161012,yes,ok,-1.0,resolved,ok,-13.0,resolved,ok,0.0,-13.0,0.0,0.0,2013-19,-13.0,-13.0
20161013,yes,ok,1.0,resolved,ok,-23.25,resolved,ok,-3.5,-19.75,-3.5,-3.5,2013-19,-19.75,-19.75
20161014,yes,ok,1.0,resolved,ok,-12.5,resolved,ok,0.0,-12.5,0.0,0.0,2013-19,-12.5,-12.5
20161017,yes,ok,1.0,resolved,ok,-5.5,resolved,ok,0.0,-5.5,0.0,0.0,2013-19,-5.5,-5.5
20161018,yes,ok,-1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2013-19,-1.25,-1.25
20161019,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2013-19,1.75,1.75
20161020,yes,ok,1.0,resolved,ok,-25.25,resolved,ok,-5.5,-19.75,-5.5,-5.5,2013-19,-19.75,-19.75
20161021,yes,ok,-1.0,resolved,ok,-14.25,resolved,ok,0.0,-14.25,0.0,0.0,2013-19,-14.25,-14.25
20161024,yes,ok,1.0,resolved,ok,14.5,resolved,ok,-2.75,14.5,0.0,-2.75,2013-19,17.25,17.25
20161025,yes,ok,-1.0,resolved,ok,7.25,resolved,ok,0.0,7.25,0.0,0.0,2013-19,7.25,7.25
20161026,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161027,yes,ok,-1.0,resolved,ok,23.75,resolved,ok,0.0,23.75,0.0,0.0,2013-19,23.75,23.75
20161028,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161031,yes,ok,-1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2013-19,-0.75,-0.75
20161101,yes,ok,-1.0,resolved,ok,19.0,resolved,ok,0.0,19.0,0.0,0.0,2013-19,19.0,19.0
20161102,yes,ok,-1.0,resolved,ok,-2.0,resolved,ok,0.0,-2.0,0.0,0.0,2013-19,-2.0,-2.0
20161103,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161104,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161107,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161108,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161109,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161110,yes,ok,-1.0,resolved,ok,107.25,resolved,ok,50.75,107.25,0.0,50.75,2013-19,56.5,56.5
20161111,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161114,yes,ok,-1.0,resolved,ok,47.25,resolved,ok,-11.25,47.25,0.0,-11.25,2013-19,58.5,58.5
20161115,yes,ok,1.0,resolved,ok,26.5,resolved,ok,-7.25,26.5,0.0,-7.25,2013-19,33.75,33.75
20161116,yes,ok,1.0,resolved,ok,42.5,resolved,ok,0.0,42.5,0.0,0.0,2013-19,42.5,42.5
20161117,yes,ok,1.0,resolved,ok,13.75,resolved,ok,0.0,13.75,0.0,0.0,2013-19,13.75,13.75
20161118,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161121,yes,ok,1.0,resolved,ok,21.0,resolved,ok,-4.25,21.0,0.0,-4.25,2013-19,25.25,25.25
20161122,yes,ok,1.0,resolved,ok,-14.75,resolved,ok,0.0,-14.75,0.0,0.0,2013-19,-14.75,-14.75
20161123,yes,ok,-1.0,resolved,ok,14.5,resolved,ok,0.0,14.5,0.0,0.0,2013-19,14.5,14.5
20161124,yes,ok,-1.0,unknown,detector:missing_v7m_bar:734,,unknown,detector:missing_v7m_bar:734,,-10.25,0.0,0.0,2013-19,,
20161125,yes,ok,1.0,resolved,ok,5.5,resolved,ok,0.0,5.5,0.0,0.0,2013-19,5.5,5.5
20161128,yes,ok,1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2013-19,6.25,6.25
20161129,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161130,yes,ok,-1.0,resolved,ok,25.5,resolved,ok,0.0,25.5,0.0,0.0,2013-19,25.5,25.5
20161201,yes,ok,-1.0,resolved,ok,43.5,resolved,ok,0.0,43.5,0.0,0.0,2013-19,43.5,43.5
20161202,yes,ok,1.0,resolved,ok,18.5,resolved,ok,0.0,18.5,0.0,0.0,2013-19,18.5,18.5
20161205,yes,ok,-1.0,resolved,ok,-26.0,resolved,ok,-6.25,-19.75,-6.25,-6.25,2013-19,-19.75,-19.75
20161206,yes,ok,-1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2013-19,3.5,3.5
20161207,yes,ok,1.0,resolved,ok,1.5,resolved,ok,-3.25,4.75,-3.25,-3.25,2013-19,4.75,4.75
20161208,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161209,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161212,yes,ok,-1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2013-19,-1.25,-1.25
20161213,yes,ok,1.0,resolved,ok,59.25,resolved,ok,-6.5,59.25,0.0,-6.5,2013-19,65.75,65.75
20161214,yes,ok,1.0,resolved,ok,-11.0,resolved,ok,0.0,-11.0,0.0,0.0,2013-19,-11.0,-11.0
20161215,yes,ok,1.0,resolved,ok,19.75,resolved,ok,0.0,19.75,0.0,0.0,2013-19,19.75,19.75
20161216,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20161219,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,10.25,-19.75,10.25,10.25,2013-19,-19.75,-19.75
20161220,yes,ok,1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2013-19,-0.75,-0.75
20161221,yes,ok,1.0,resolved,ok,-12.0,resolved,ok,0.0,-12.0,0.0,0.0,2013-19,-12.0,-12.0
20161222,yes,ok,-1.0,resolved,ok,13.0,resolved,ok,0.0,13.0,0.0,0.0,2013-19,13.0,13.0
20161223,yes,ok,1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2013-19,-7.75,-7.75
20161226,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2013-19,,
20161227,yes,ok,1.0,resolved,ok,28.75,resolved,ok,-2.5,28.75,0.0,-2.5,2013-19,31.25,31.25
20161228,yes,ok,1.0,resolved,ok,-24.5,resolved,ok,-4.75,-19.75,-4.75,-4.75,2013-19,-19.75,-19.75
20161229,yes,ok,1.0,resolved,ok,-15.5,resolved,ok,0.0,-15.5,0.0,0.0,2013-19,-15.5,-15.5
20161230,yes,ok,-1.0,resolved,ok,36.75,resolved,ok,10.25,36.75,0.0,10.25,2013-19,26.5,26.5
20170102,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2013-19,,
20170103,yes,ok,-1.0,resolved,ok,-23.25,resolved,ok,-3.5,-19.75,-3.5,-3.5,2013-19,-19.75,-19.75
20170104,yes,ok,1.0,resolved,ok,3.75,resolved,ok,0.0,3.75,0.0,0.0,2013-19,3.75,3.75
20170105,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2013-19,1.75,1.75
20170106,yes,ok,1.0,resolved,ok,28.0,resolved,ok,25.75,28.0,0.0,25.75,2013-19,2.25,2.25
20170109,yes,ok,1.0,resolved,ok,9.75,resolved,ok,0.0,9.75,0.0,0.0,2013-19,9.75,9.75
20170110,yes,ok,1.0,resolved,ok,12.75,resolved,ok,0.0,12.75,0.0,0.0,2013-19,12.75,12.75
20170111,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170112,yes,ok,-1.0,resolved,ok,20.0,resolved,ok,0.0,20.0,0.0,0.0,2013-19,20.0,20.0
20170113,yes,ok,1.0,resolved,ok,11.0,resolved,ok,0.0,11.0,0.0,0.0,2013-19,11.0,11.0
20170116,unknown,missing_decision_prefix_bar:555,,unknown,missing_decision_prefix_bar:555,,unknown,missing_decision_prefix_bar:555,,,,,2013-19,,
20170117,yes,ok,-1.0,resolved,ok,-0.25,resolved,ok,0.0,-0.25,0.0,0.0,2013-19,-0.25,-0.25
20170118,yes,ok,-1.0,resolved,ok,-3.5,resolved,ok,0.0,-3.5,0.0,0.0,2013-19,-3.5,-3.5
20170119,yes,ok,1.0,resolved,ok,-2.75,resolved,ok,0.0,-2.75,0.0,0.0,2013-19,-2.75,-2.75
20170120,yes,ok,1.0,resolved,ok,-8.0,resolved,ok,0.0,-8.0,0.0,0.0,2013-19,-8.0,-8.0
20170123,yes,ok,1.0,resolved,ok,-24.25,resolved,ok,-4.5,-19.75,-4.5,-4.5,2013-19,-19.75,-19.75
20170124,yes,ok,1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2013-19,-4.75,-4.75
20170125,yes,ok,-1.0,resolved,ok,-7.75,resolved,ok,0.0,-7.75,0.0,0.0,2013-19,-7.75,-7.75
20170126,yes,ok,1.0,resolved,ok,-11.0,resolved,ok,0.0,-11.0,0.0,0.0,2013-19,-11.0,-11.0
20170127,yes,ok,1.0,resolved,ok,-4.5,resolved,ok,0.0,-4.5,0.0,0.0,2013-19,-4.5,-4.5
20170130,yes,ok,-1.0,resolved,ok,30.0,resolved,ok,-6.75,30.0,0.0,-6.75,2013-19,36.75,36.75
20170131,yes,ok,-1.0,resolved,ok,17.5,resolved,ok,0.0,17.5,0.0,0.0,2013-19,17.5,17.5
20170201,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170202,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170203,yes,ok,1.0,resolved,ok,0.0,resolved,ok,0.0,0.0,0.0,0.0,2013-19,0.0,0.0
20170206,yes,ok,1.0,resolved,ok,11.25,resolved,ok,0.0,11.25,0.0,0.0,2013-19,11.25,11.25
20170207,yes,ok,1.0,resolved,ok,11.25,resolved,ok,0.0,11.25,0.0,0.0,2013-19,11.25,11.25
20170208,yes,ok,1.0,resolved,ok,14.25,resolved,ok,0.0,14.25,0.0,0.0,2013-19,14.25,14.25
20170209,yes,ok,1.0,resolved,ok,18.25,resolved,ok,0.0,18.25,0.0,0.0,2013-19,18.25,18.25
20170210,yes,ok,1.0,resolved,ok,-1.75,resolved,ok,0.0,-1.75,0.0,0.0,2013-19,-1.75,-1.75
20170213,yes,ok,1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2013-19,7.75,7.75
20170214,yes,ok,1.0,resolved,ok,-2.25,resolved,ok,0.0,-2.25,0.0,0.0,2013-19,-2.25,-2.25
20170215,yes,ok,1.0,resolved,ok,16.0,resolved,ok,0.0,16.0,0.0,0.0,2013-19,16.0,16.0
20170216,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170217,yes,ok,-1.0,resolved,ok,-10.0,resolved,ok,0.0,-10.0,0.0,0.0,2013-19,-10.0,-10.0
20170220,yes,ok,-1.0,resolved,ok,-10.75,resolved,ok,0.0,-10.75,0.0,0.0,2013-19,-10.75,-10.75
20170221,yes,ok,-1.0,resolved,ok,-5.25,resolved,ok,0.0,-5.25,0.0,0.0,2013-19,-5.25,-5.25
20170222,yes,ok,-1.0,resolved,ok,-5.25,resolved,ok,0.0,-5.25,0.0,0.0,2013-19,-5.25,-5.25
20170223,yes,ok,-1.0,resolved,ok,30.75,resolved,ok,0.0,30.75,0.0,0.0,2013-19,30.75,30.75
20170224,yes,ok,1.0,resolved,ok,14.5,resolved,ok,0.0,14.5,0.0,0.0,2013-19,14.5,14.5
20170227,yes,ok,-1.0,unknown,missing_open_position_bar:619,,unknown,detector:missing_v7m_bar:619,,0.0,0.0,0.0,2013-19,,
20170228,yes,ok,-1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2013-19,1.75,1.75
20170301,yes,ok,-1.0,resolved,ok,-18.25,resolved,ok,0.0,-18.25,0.0,0.0,2013-19,-18.25,-18.25
20170302,yes,ok,-1.0,resolved,ok,17.0,resolved,ok,-2.25,17.0,0.0,-2.25,2013-19,19.25,19.25
20170303,yes,ok,1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2013-19,-7.0,-7.0
20170306,yes,ok,-1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2013-19,6.25,6.25
20170307,yes,ok,1.0,resolved,ok,-2.25,resolved,ok,-1.75,-2.25,0.0,-1.75,2013-19,-0.5,-0.5
20170308,yes,ok,1.0,resolved,ok,13.25,resolved,ok,-4.5,13.25,0.0,-4.5,2013-19,17.75,17.75
20170309,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,,,,2013-19,,
20170310,yes,ok,-1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2013-19,-0.75,-0.75
20170313,yes,ok,1.0,resolved,ok,-3.75,resolved,ok,0.0,-3.75,0.0,0.0,2013-19,-3.75,-3.75
20170314,yes,ok,-1.0,resolved,ok,6.5,resolved,ok,0.0,6.5,0.0,0.0,2013-19,6.5,6.5
20170315,yes,ok,-1.0,resolved,ok,2.75,resolved,ok,-4.5,2.75,0.0,-4.5,2013-19,7.25,7.25
20170316,yes,ok,-1.0,resolved,ok,19.5,resolved,ok,0.0,19.5,0.0,0.0,2013-19,19.5,19.5
20170317,yes,ok,-1.0,resolved,ok,2.75,resolved,ok,0.0,2.75,0.0,0.0,2013-19,2.75,2.75
20170320,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170321,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170322,yes,ok,1.0,resolved,ok,27.25,resolved,ok,0.0,27.25,0.0,0.0,2013-19,27.25,27.25
20170323,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170324,yes,ok,1.0,resolved,ok,9.0,resolved,ok,-3.25,9.0,0.0,-3.25,2013-19,12.25,12.25
20170327,yes,ok,1.0,resolved,ok,31.25,resolved,ok,0.0,31.25,0.0,0.0,2013-19,31.25,31.25
20170328,yes,ok,1.0,resolved,ok,8.25,resolved,ok,-2.5,10.75,-2.5,-2.5,2013-19,10.75,10.75
20170329,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2013-19,-9.5,-9.5
20170330,yes,ok,1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2013-19,7.75,7.75
20170331,yes,ok,-1.0,resolved,ok,-16.25,resolved,ok,0.0,-16.25,0.0,0.0,2013-19,-16.25,-16.25
20170403,yes,ok,1.0,resolved,ok,-22.75,resolved,ok,-3.0,-19.75,-3.0,-3.0,2013-19,-19.75,-19.75
20170404,yes,ok,1.0,resolved,ok,6.75,resolved,ok,0.0,6.75,0.0,0.0,2013-19,6.75,6.75
20170405,yes,ok,1.0,resolved,ok,19.0,resolved,ok,0.0,19.0,0.0,0.0,2013-19,19.0,19.0
20170406,yes,ok,-1.0,resolved,ok,-9.75,resolved,ok,0.0,-9.75,0.0,0.0,2013-19,-9.75,-9.75
20170407,yes,ok,-1.0,resolved,ok,-1.75,resolved,ok,0.0,-1.75,0.0,0.0,2013-19,-1.75,-1.75
20170410,yes,ok,1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2013-19,-7.0,-7.0
20170411,yes,ok,1.0,resolved,ok,-22.5,resolved,ok,-2.75,-19.75,-2.75,-2.75,2013-19,-19.75,-19.75
20170412,yes,ok,1.0,resolved,ok,-11.5,resolved,ok,0.0,-11.5,0.0,0.0,2013-19,-11.5,-11.5
20170413,yes,ok,-1.0,resolved,ok,-22.25,resolved,ok,-2.5,-19.75,-2.5,-2.5,2013-19,-19.75,-19.75
20170414,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2013-19,,
20170417,yes,ok,1.0,resolved,ok,10.5,resolved,ok,-4.0,10.5,0.0,-4.0,2013-19,14.5,14.5
20170418,yes,ok,1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2013-19,3.5,3.5
20170419,yes,ok,1.0,resolved,ok,9.5,resolved,ok,0.0,9.5,0.0,0.0,2013-19,9.5,9.5
20170420,yes,ok,1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2013-19,-0.75,-0.75
20170421,yes,ok,-1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2013-19,-6.5,-6.5
20170424,yes,ok,1.0,resolved,ok,-3.75,resolved,ok,0.0,-3.75,0.0,0.0,2013-19,-3.75,-3.75
20170425,yes,ok,-1.0,resolved,ok,-15.75,resolved,ok,0.0,-15.75,0.0,0.0,2013-19,-15.75,-15.75
20170426,yes,ok,1.0,resolved,ok,-5.0,resolved,ok,0.0,-5.0,0.0,0.0,2013-19,-5.0,-5.0
20170427,yes,ok,1.0,resolved,ok,8.75,resolved,ok,0.0,8.75,0.0,0.0,2013-19,8.75,8.75
20170428,yes,ok,1.0,resolved,ok,-18.25,resolved,ok,0.0,-18.25,0.0,0.0,2013-19,-18.25,-18.25
20170501,yes,ok,1.0,resolved,ok,14.75,resolved,ok,0.0,14.75,0.0,0.0,2013-19,14.75,14.75
20170502,yes,ok,-1.0,resolved,ok,-2.0,resolved,ok,0.0,-2.0,0.0,0.0,2013-19,-2.0,-2.0
20170503,yes,ok,-1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2013-19,3.5,3.5
20170504,yes,ok,-1.0,resolved,ok,-2.5,resolved,ok,-2.75,-2.5,0.0,-2.75,2013-19,0.25,0.25
20170505,yes,ok,-1.0,resolved,ok,14.25,resolved,ok,0.0,14.25,0.0,0.0,2013-19,14.25,14.25
20170508,yes,ok,1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2013-19,-9.5,-9.5
20170509,yes,ok,1.0,resolved,ok,9.75,resolved,ok,-4.5,9.75,0.0,-4.5,2013-19,14.25,14.25
20170510,yes,ok,-1.0,resolved,ok,4.75,resolved,ok,-3.75,4.75,0.0,-3.75,2013-19,8.5,8.5
20170511,yes,ok,1.0,resolved,ok,-24.25,resolved,ok,-4.5,-19.75,-4.5,-4.5,2013-19,-19.75,-19.75
20170512,yes,ok,1.0,resolved,ok,3.5,resolved,ok,0.0,3.5,0.0,0.0,2013-19,3.5,3.5
20170515,yes,ok,1.0,resolved,ok,10.25,resolved,ok,0.0,10.25,0.0,0.0,2013-19,10.25,10.25
20170516,yes,ok,-1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2013-19,-0.75,-0.75
20170517,yes,ok,1.0,resolved,ok,-26.75,resolved,ok,-7.0,-19.75,-7.0,-7.0,2013-19,-19.75,-19.75
20170518,yes,ok,1.0,resolved,ok,44.25,resolved,ok,-9.5,44.25,0.0,-9.5,2013-19,53.75,53.75
20170519,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2013-19,-19.75,-19.75
20170522,yes,ok,1.0,resolved,ok,12.75,resolved,ok,-5.5,12.75,0.0,-5.5,2013-19,18.25,18.25
